USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  23560 14668 ?        Ss   13:22   0:03 /sbin/init splash
root          43  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/8]
root          44  0.0  0.0      0     0 ?        S    13:22   0:01 [migration/8]
root          45  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/8]
root          47  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/8:0H-events_highpri]
root          48  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/10]
root          49  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/10]
root          50  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/10]
root          51  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/10]
root          53  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/10:0H-events_highpri]
root          54  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/12]
root          55  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/12]
root          56  0.0  0.0      0     0 ?        S    13:22   0:01 [migration/12]
root          57  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/12]
root          59  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/12:0H-events_highpri]
root          60  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/14]
root          61  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/14]
root          62  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/14]
root          63  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/14]
root          65  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/14:0H-events_highpri]
root          66  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/1]
root          67  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/1]
root          68  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/1]
root          69  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/1]
root          71  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/1:0H-events_highpri]
root          72  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/3]
root          73  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/3]
root          74  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/3]
root          75  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/3]
root          76  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/3:0-kacpi_notify]
root          77  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/3:0H-events_highpri]
root          78  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/5]
root          79  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/5]
root          80  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/5]
root          81  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/5]
root          83  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/5:0H-events_highpri]
root          84  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/7]
root          85  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/7]
root          86  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/7]
root          87  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/7]
root          89  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/7:0H-events_highpri]
root          90  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/9]
root          91  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/9]
root          92  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/9]
root          93  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/9]
root          95  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/9:0H-events_highpri]
root          96  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/11]
root          97  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/11]
root          98  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/11]
root          99  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/11]
root         101  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/11:0H-events_highpri]
root         102  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/13]
root         103  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/13]
root         104  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/13]
root         105  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/13]
root         106  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/13:0-mm_percpu_wq]
root         107  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/13:0H-events_highpri]
root         108  0.0  0.0      0     0 ?        S    13:22   0:00 [cpuhp/15]
root         109  0.0  0.0      0     0 ?        S    13:22   0:00 [idle_inject/15]
root         110  0.0  0.0      0     0 ?        S    13:22   0:00 [migration/15]
root         111  0.0  0.0      0     0 ?        S    13:22   0:00 [ksoftirqd/15]
root         112  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/15:0-mm_percpu_wq]
root         113  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/15:0H-events_highpri]
root         114  0.0  0.0      0     0 ?        S    13:22   0:00 [kdevtmpfs]
root         115  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-inet_frag_wq]
root         116  0.0  0.0      0     0 ?        S    13:22   0:00 [kauditd]
root         117  0.0  0.0      0     0 ?        S    13:22   0:00 [khungtaskd]
root         119  0.0  0.0      0     0 ?        S    13:22   0:00 [oom_reaper]
root         121  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-writeback]
root         122  0.0  0.0      0     0 ?        S    13:22   0:00 [kcompactd0]
root         123  0.0  0.0      0     0 ?        SN   13:22   0:00 [ksmd]
root         124  0.0  0.0      0     0 ?        SN   13:22   0:00 [khugepaged]
root         125  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-kintegrityd]
root         126  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-kblockd]
root         127  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-blkcg_punt_bio]
root         128  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/9-acpi]
root         129  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/4:1-events]
root         130  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/2:1-mm_percpu_wq]
root         131  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/1:1-events]
root         132  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-tpm_dev_wq]
root         133  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-ata_sff]
root         134  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-md]
root         135  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-md_bitmap]
root         136  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-edac-poller]
root         137  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-devfreq_wq]
root         138  0.0  0.0      0     0 ?        S    13:22   0:00 [watchdogd]
root         139  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/4:1H-kblockd]
root         140  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/24-AMD-Vi]
root         141  0.0  0.0      0     0 ?        S    13:22   0:00 [kswapd0]
root         142  0.0  0.0      0     0 ?        S    13:22   0:00 [ecryptfs-kthread]
root         143  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-kthrotld]
root         145  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/32-aerdrv]
root         146  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/32-pciehp]
root         147  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/33-aerdrv]
root         148  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/34-aerdrv]
root         149  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/35-aerdrv]
root         150  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/37-aerdrv]
root         151  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-acpi_thermal_pm]
root         153  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-mld]
root         154  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-ipv6_addrconf]
root         155  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/6:1H-kblockd]
root         163  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-kstrp]
root         165  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/10:1-events]
root         167  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/3:1-mm_percpu_wq]
root         168  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/11:1-events]
root         183  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/5:1-events]
root         184  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-charger_manager]
root         186  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/8:1-events]
root         188  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/25-ACPI:Event]
root         189  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/0:1H-kblockd]
root         190  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/26-ACPI:Event]
root         191  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/27-ACPI:Event]
root         192  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/28-ACPI:Event]
root         196  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/29-ACPI:Event]
root         197  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/30-ACPI:Event]
root         198  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/31-ACPI:Event]
root         224  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/8:1H-kblockd]
root         227  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/1:1H-kblockd]
root         247  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/13:1H-kblockd]
root         249  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/11:1H-kblockd]
root         261  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/12:1H-kblockd]
root         262  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/7:1H-kblockd]
root         263  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/15:1H-kblockd]
root         264  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/5:1H-kblockd]
root         265  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/10:1H-kblockd]
root         268  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/9:1H-kblockd]
root         269  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/2:1H-kblockd]
root         270  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/14:1H-kblockd]
root         271  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/3:1H-kblockd]
root         274  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/49-ELAN1203:00]
root         276  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/12:1-events]
root         281  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/48-ITE5570:00]
root         312  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/13:2-events]
root         313  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-nvme-wq]
root         314  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-nvme-reset-wq]
root         315  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-nvme-delete-wq]
root         316  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-nvme-auth-wq]
root         320  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-USBC000:00-con1]
root         321  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/7:1-events]
root         356  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/9:1-events]
root         359  0.0  0.0      0     0 ?        S    13:22   0:01 [jbd2/nvme0n1p8-8]
root         360  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-ext4-rsv-conversion]
root         374  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/6:2-events]
root         411  0.0  0.1  67292 19160 ?        S<s  13:22   0:00 /usr/lib/systemd/systemd-journald
root         442  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/1:2-events]
root         461  0.0  0.0  30716  8808 ?        Ss   13:22   0:00 /usr/lib/systemd/systemd-udevd
root         496  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/5:2-mm_percpu_wq]
root         497  0.0  0.0      0     0 ?        S    13:22   0:00 [psimon]
root         565  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/12:2-mm_percpu_wq]
root         632  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-cfg80211]
root         636  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-cryptd]
root         645  0.0  0.0      0     0 ?        S    13:22   0:00 [nv_queue]
root         646  0.0  0.0      0     0 ?        S    13:22   0:00 [nv_queue]
root         647  0.0  0.0      0     0 ?        S    13:22   0:00 [nv_open_q]
root         672  0.0  0.0      0     0 ?        I<   13:22   0:00 [kworker/R-led_workqueue]
root         681  0.6  0.0      0     0 ?        S    13:22   0:45 [nvidia-modeset/kthread_q]
root         682  0.0  0.0      0     0 ?        S    13:22   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         685  0.0  0.0      0     0 ?        S    13:22   0:00 [irq/74-nvidia]
root         686  0.0  0.0      0     0 ?        S    13:22   0:00 [nvidia]
root         687  0.0  0.0      0     0 ?        S    13:22   0:00 [nv_queue]
root         702  0.0  0.0      0     0 ?        I    13:22   0:00 [kworker/9:2-cgroup_bpf_destroy]
root         705  1.2  0.0      0     0 ?        S    13:22   1:30 [irq/76-rtw89_pci]
systemd+     850  0.0  0.0  17560  7640 ?        Ss   13:22   0:03 /usr/lib/systemd/systemd-oomd
systemd+     852  0.0  0.0  21848 13488 ?        Ss   13:22   0:00 /usr/lib/systemd/systemd-resolved
systemd+     853  0.0  0.0  91048  7912 ?        Ssl  13:22   0:00 /usr/lib/systemd/systemd-timesyncd
avahi        906  1.2  0.0  12080  8120 ?        Ss   13:22   1:26 avahi-daemon: running [subhro-ASUS-TUF-Gaming-A15-FA506NCR-FA506NCR.local]
root         907  0.0  0.0  13516  6800 ?        Ss   13:22   0:00 /usr/libexec/bluetooth/bluetoothd
message+     908  0.0  0.0  12400  7816 ?        Ss   13:22   0:01 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+     912  0.0  0.1 439208 16644 ?        Ssl  13:22   0:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd      917  0.0  0.0 391060 12408 ?        Ssl  13:22   0:00 /usr/lib/polkit-1/polkitd --no-debug
root         920  0.0  0.0 313636  8064 ?        Ssl  13:22   0:00 /usr/libexec/power-profiles-daemon
root         933  0.4  0.2 2885748 43960 ?       Ssl  13:22   0:30 /usr/lib/snapd/snapd
root         938  0.0  0.0 313292  7896 ?        Ssl  13:22   0:00 /usr/libexec/accounts-daemon
root         941  0.0  0.0   9424  2900 ?        Ss   13:22   0:00 /usr/sbin/cron -f -P
root         946  0.0  0.0 309788  6872 ?        Ssl  13:22   0:00 /usr/libexec/switcheroo-control
root         955  0.0  0.0  18140  9256 ?        Ss   13:22   0:00 /usr/lib/systemd/systemd-logind
root         962  0.0  0.0 469584 14456 ?        Ssl  13:22   0:00 /usr/libexec/udisks2/udisksd
avahi       1013  0.0  0.0   8480  1524 ?        S    13:22   0:00 avahi-daemon: chroot helper
root        1015  0.0  0.1 336804 20008 ?        Ssl  13:22   0:02 /usr/sbin/NetworkManager --no-daemon
root        1018  0.0  0.0  18136 11560 ?        Ss   13:22   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1134  0.0  0.0      0     0 ?        S    13:22   0:00 [UVM global queue]
root        1137  0.0  0.0      0     0 ?        S    13:22   0:00 [UVM deferred release queue]
root        1139  0.0  0.0      0     0 ?        S    13:22   0:00 [UVM Tools Event Queue]
syslog      1152  0.0  0.0 222564  5844 ?        Ssl  13:22   0:00 /usr/sbin/rsyslogd -n -iNONE
nvidia-+    1181  0.0  0.0   3328  2164 ?        Ss   13:22   0:00 /usr/bin/nvidia-persistenced --user nvidia-persistenced --no-persistence-mode --verbose
root        1269  0.0  0.0 392028 13012 ?        Ssl  13:22   0:00 /usr/sbin/ModemManager
root        1389  0.0  0.0  38400 12272 ?        Ss   13:22   0:00 /usr/sbin/cupsd -l
root        1392  0.0  0.1 118016 25108 ?        Ssl  13:22   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1412  0.0  0.0 314816  9332 ?        Ssl  13:22   0:00 /usr/sbin/gdm3
rtkit       1514  0.0  0.0  22940  3492 ?        SNsl 13:22   0:00 /usr/libexec/rtkit-daemon
root        1586  0.0  0.0      0     0 ?        S<   13:22   0:00 [krfcommd]
colord      1658  0.0  0.0 320324 14860 ?        Ssl  13:22   0:00 /usr/libexec/colord
root        1722  0.0  0.0 317668 10364 ?        Ssl  13:22   0:00 /usr/libexec/upowerd
cups-br+    2017  0.0  0.1 268476 20252 ?        Ssl  13:22   0:00 /usr/sbin/cups-browsed
kernoops    2019  0.0  0.0  12744  2420 ?        Ss   13:22   0:00 /usr/sbin/kerneloops --test
kernoops    2022  0.0  0.0  12744  2416 ?        Ss   13:22   0:00 /usr/sbin/kerneloops
root        2092  0.0  0.0 242580 10596 ?        Sl   13:23   0:00 gdm-session-worker [pam/gdm-password]
subhro      2104  0.0  0.0  21276 12772 ?        Ss   13:23   0:00 /usr/lib/systemd/systemd --user
subhro      2110  0.0  0.0  21460  3644 ?        S    13:23   0:00 (sd-pam)
subhro      2119  0.0  0.1 118924 17812 ?        S<sl 13:23   0:02 /usr/bin/pipewire
subhro      2120  0.0  0.0  97736  6060 ?        Ssl  13:23   0:00 /usr/bin/pipewire -c filter-chain.conf
subhro      2124  0.0  0.1 406940 19280 ?        S<sl 13:23   0:01 /usr/bin/wireplumber
subhro      2125  0.0  0.1 128472 21608 ?        S<sl 13:23   0:00 /usr/bin/pipewire-pulse
subhro      2127  0.0  0.0 316640 10444 ?        SLsl 13:23   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
subhro      2140  0.0  0.0  10796  6608 ?        Ss   13:23   0:01 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
subhro      2189  0.0  0.0 536560  7612 ?        Ssl  13:23   0:00 /usr/libexec/xdg-document-portal
subhro      2193  0.0  0.0 309308  6280 ?        Ssl  13:23   0:00 /usr/libexec/xdg-permission-store
root        2200  0.0  0.0   2704  2060 ?        Ss   13:23   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
subhro      2224  0.0  0.0 235712  6224 tty2     Ssl+ 13:23   0:00 /usr/libexec/gdm-x-session --run-script env GNOME_SHELL_SESSION_MODE=ubuntu /usr/bin/gnome-session --session=ubuntu
subhro      2234  4.3  1.1 25635868 180320 tty2  Sl+  13:23   5:03 /usr/lib/xorg/Xorg vt2 -displayfd 3 -auth /run/user/1000/gdm/Xauthority -nolisten tcp -background none -noreset -keeptty -novtswitch -verbose 3
subhro      2285  0.0  0.1 298236 16716 tty2     Sl+  13:24   0:00 /usr/libexec/gnome-session-binary --session=ubuntu
subhro      2408  0.0  0.0 382956  8428 ?        Ssl  13:24   0:00 /usr/libexec/at-spi-bus-launcher
subhro      2415  0.0  0.0   9612  5320 ?        S    13:24   0:00 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_1
subhro      2421  0.0  0.0 162652  7060 ?        Ssl  13:24   0:00 /usr/libexec/gcr-ssh-agent --base-dir /run/user/1000/gcr
subhro      2422  0.0  0.0  91548  5672 ?        Ssl  13:24   0:00 /usr/libexec/gnome-session-ctl --monitor
subhro      2436  0.0  0.0 314276  8052 ?        Ssl  13:24   0:00 /usr/libexec/gvfsd
subhro      2444  0.0  0.0 459708  7212 ?        Sl   13:24   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
subhro      2447  0.0  0.1 594240 18464 ?        Ssl  13:24   0:00 /usr/libexec/gnome-session-binary --systemd-service --session=ubuntu
subhro      2478  4.1  3.1 4610468 503460 ?      Ssl  13:24   4:50 /usr/bin/gnome-shell
root        2508  0.0  0.0      0     0 ?        S    13:24   0:00 [nvidia-drm/timeline-9]
subhro      2509  0.1  0.9 1075276 159400 ?      Sl   13:24   0:08 /usr/libexec/mutter-x11-frames
subhro      2512  0.0  0.0 236044  8224 ?        Sl   13:24   0:02 /usr/libexec/at-spi2-registryd --use-gnome-session
subhro      2536  0.0  0.1 654792 17720 ?        Sl   13:24   0:00 /usr/libexec/gnome-shell-calendar-server
subhro      2546  0.0  0.2 1275296 43184 ?       Ssl  13:24   0:00 /usr/libexec/evolution-source-registry
subhro      2548  0.0  0.0  39136 12236 ?        Ss   13:24   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
subhro      2570  0.0  0.1 2859224 27488 ?       Sl   13:24   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
subhro      2585  0.2  0.0 388856 12856 ?        Ssl  13:24   0:14 /usr/bin/ibus-daemon --panel disable --xim
subhro      2586  0.0  0.0 383536  6864 ?        Ssl  13:24   0:00 /usr/libexec/gsd-a11y-settings
subhro      2588  0.0  0.1 490992 28584 ?        Ssl  13:24   0:00 /usr/libexec/gsd-color
subhro      2590  0.0  0.0 431684 12308 ?        Ssl  13:24   0:00 /usr/libexec/gsd-datetime
subhro      2593  0.0  0.0 458852  8072 ?        Ssl  13:24   0:00 /usr/libexec/gsd-housekeeping
subhro      2596  0.0  0.1 489812 27900 ?        Ssl  13:24   0:00 /usr/libexec/gsd-keyboard
subhro      2597  0.0  0.2 664016 33844 ?        Ssl  13:24   0:00 /usr/libexec/gsd-media-keys
subhro      2606  0.0  0.2 597264 34044 ?        Ssl  13:24   0:00 /usr/libexec/gsd-power
subhro      2608  0.0  0.0 323760 11724 ?        Ssl  13:24   0:00 /usr/libexec/gsd-print-notifications
subhro      2610  0.0  0.0 531084  6876 ?        Ssl  13:24   0:00 /usr/libexec/gsd-rfkill
subhro      2612  0.0  0.0 309560  6360 ?        Ssl  13:24   0:00 /usr/libexec/gsd-screensaver-proxy
subhro      2618  0.0  0.0 543204 12132 ?        Ssl  13:24   0:00 /usr/libexec/gsd-sharing
subhro      2622  0.0  0.0 385836  8344 ?        Ssl  13:24   0:00 /usr/libexec/gsd-smartcard
subhro      2632  0.0  0.0 393652  9936 ?        Ssl  13:24   0:00 /usr/libexec/gsd-sound
subhro      2643  0.0  0.1 416824 28508 ?        Ssl  13:24   0:00 /usr/libexec/gsd-wacom
subhro      2647  0.0  0.2 490332 37164 ?        Ssl  13:24   0:00 /usr/libexec/gsd-xsettings
subhro      2663  0.0  0.0 389336 10748 ?        Ssl  13:24   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
subhro      2694  0.0  0.3 898236 62368 ?        Sl   13:24   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
subhro      2712  0.0  0.0 305624  7648 ?        Sl   13:24   0:00 /usr/libexec/gsd-disk-utility-notify
subhro      2718  0.0  0.0 236644  7252 ?        Sl   13:24   0:00 /usr/libexec/ibus-memconf
subhro      2720  0.0  0.2 497200 35704 ?        Sl   13:24   0:04 /usr/libexec/ibus-extension-gtk3
subhro      2724  0.0  0.1 546676 24324 ?        Sl   13:24   0:00 /usr/libexec/goa-daemon
subhro      2728  0.0  0.1 350832 28248 ?        Sl   13:24   0:00 /usr/libexec/ibus-x11 --kill-daemon
subhro      2739  0.0  0.0 310424  7376 ?        Sl   13:24   0:00 /usr/libexec/ibus-portal
subhro      2811  0.0  0.0 416236 15188 ?        Sl   13:24   0:00 /usr/libexec/gsd-printer
subhro      2828  0.0  0.0 389376  8156 ?        Ssl  13:24   0:00 /usr/libexec/gvfs-afc-volume-monitor
subhro      2835  0.0  0.0 389124  9500 ?        Sl   13:24   0:00 /usr/libexec/goa-identity-service
subhro      2874  0.0  0.1 890752 24664 ?        Ssl  13:24   0:00 /usr/libexec/evolution-calendar-factory
subhro      2875  0.0  0.0 309920  6752 ?        Ssl  13:24   0:00 /usr/libexec/gvfs-mtp-volume-monitor
